country_code,postal_code,place_name,admin_name1,admin_code1,admin_name2,admin_code2,admin_name3,admin_code3,latitude,longitude,accuracy,alternative_city_name
DE,10875,Daimler Insurance Services GmbH,Baden Württemberg,01,Regierungsbezirk Stuttgart,81.0,Stadtkreis Stuttgart,8111.0,48.8103,9.1807,,
DE,10875,LAB1886 GmbH,Baden Württemberg,01,Regierungsbezirk Stuttgart,81.0,Stadtkreis Stuttgart,8111.0,48.7239,9.1699,,
DE,10875,Mercedes Benz io GmbH,Baden Württemberg,01,Regierungsbezirk Stuttgart,81.0,Stadtkreis Stuttgart,8111.0,48.7794,9.1679,,
DE,10875,Mercedes Benz Vertrieb PKW GmbH,Baden Württemberg,01,Regierungsbezirk Stuttgart,81.0,Stadtkreis Stuttgart,8111.0,48.7239,9.1699,,
DE,10875,Daimler Brand und IP Management GmbH Co KG,Baden Württemberg,01,Regierungsbezirk Stuttgart,81.0,Stadtkreis Stuttgart,8111.0,48.7239,9.1699,,
DE,10875,Mercedes Benz Versicherung AG,Baden Württemberg,01,Regierungsbezirk Stuttgart,81.0,Stadtkreis Stuttgart,8111.0,48.8103,9.1807,,
DE,10875,Mercedes Benz Vertrieb NFZ GmbH,Baden Württemberg,01,Regierungsbezirk Stuttgart,81.0,Stadtkreis Stuttgart,8111.0,48.7239,9.1699,,
DE,10875,Daimler Vorsorge und Versicherungsdienst GmbH,Baden Württemberg,01,Regierungsbezirk Stuttgart,81.0,Stadtkreis Stuttgart,8111.0,48.8103,9.1807,,
DE,10875,Fünfte Vermögensverwaltungsgesellschaft Zeus mbH,Baden Württemberg,01,Regierungsbezirk Stuttgart,81.0,Stadtkreis Stuttgart,8111.0,48.7239,9.1699,,
DE,11512,Versorgungswerk der Presse GmbH,Baden Württemberg,01,Regierungsbezirk Stuttgart,81.0,Stadtkreis Stuttgart,8111.0,48.7709,9.1789,,
DE,22781,Yves Rocher GmbH Finanzbuchhaltung,Baden Württemberg,01,Regierungsbezirk Stuttgart,81.0,Stadtkreis Stuttgart,8111.0,48.7385,9.1096,,
DE,50606,VPV Lebensversicherung AG,Baden Württemberg,01,Regierungsbezirk Stuttgart,81.0,Stadtkreis Stuttgart,8111.0,48.8202,9.0937,,
DE,70131,LBS Süd Landesbausparkasse Süd,Baden Württemberg,01,Regierungsbezirk Stuttgart,81.0,Stadtkreis Stuttgart,8111.0,48.7855,9.176,,
DE,70134,Generali Deutschland Versicherung AG,Baden Württemberg,01,Regierungsbezirk Stuttgart,81.0,Stadtkreis Stuttgart,8111.0,48.772,9.1642,,
DE,70135,Stuttgarter Lebensversicherung a G,Baden Württemberg,01,Regierungsbezirk Stuttgart,81.0,Stadtkreis Stuttgart,8111.0,48.7702,9.1559,,
DE,70136,UniCredit Bank AG,Baden Württemberg,01,Regierungsbezirk Stuttgart,81.0,Stadtkreis Stuttgart,8111.0,48.7761,9.1746,,
DE,70137,HUK Coburg,Baden Württemberg,01,Regierungsbezirk Stuttgart,81.0,Stadtkreis Stuttgart,8111.0,48.7781,9.1667,,
DE,70138,DPV Direct GmbH,Baden Württemberg,01,Regierungsbezirk Stuttgart,81.0,Stadtkreis Stuttgart,8111.0,48.778,9.1692,,
DE,70139,Sparda Bank Baden Württemberg eG,Baden Württemberg,01,Regierungsbezirk Stuttgart,81.0,Stadtkreis Stuttgart,8111.0,48.7863,9.1808,,
